ID;N_VICTIMAS;AÑO;MES;HORA;LUGAR_DEL_HECHO;TIPO_DE_ENCUENTRO;COMUNA;X;Y;VICTIMA;ACUSADO;BARRIO
2020-0037;1;2020;8;4;FERNANDEZ DE LA CRUZ, F., GRAL. AV. Y VARELA AV.;CRUCE;8;-58.43850413;-34.65554754;PEATON;AUTO;VILLA SOLDATI
2020-0038;2;2020;8;4;LAS HERAS GENERAL AV. Y DIAZ, CNEL. AV.;CRUCE;14;-58.40617526;-34.58345898;AUTO;AUTO;PALERMO
2020-0039;1;2020;9;19;MURGUIONDO 2700;CRUCE;9;;;PEATON;CARGAS;NO DATA
2020-0040;1;2020;9;3;CASTILLO, RAMON S., PRES. AV. Y CALLE 12;CRUCE;2;-58.38526125;-34.5780581;AUTO;OBJETO FIJO;RECOLETA
2020-0041;1;2020;9;1;CURAPALIGUE Y PERON, EVA AV.;CRUCE;7;-58.4475047;-34.63491705;MOTO;PASAJEROS;PARQUE CHACABUCO
2020-0042;1;2020;9;17;DIAZ, ANA Y SOLDADO DE LA FRONTERA AV.;CRUCE;8;-58.46745752;-34.68192648;PEATON;PASAJEROS;VILLA LUGANO
2020-0043;1;2020;9;17;ALEM, LEANDRO N. AV. Y PARAGUAY;CRUCE;1;-58.37202621;-34.59717942;PEATON;PASAJEROS;RETIRO
2020-0044;1;2020;10;0;LA PLATA AV. E INDEPENDENCIA;CRUCE;6;-58.42779702;-34.62207347;AUTO;AUTO;CABALLITO
2020-0045;1;2020;10;3;PAZ, GRAL. AV. Y 27 DE FEBRERO AV.;CRUCE;8;-58.46244952;-34.70524971;AUTO;CARGAS;NO DATA
2020-0046;1;2020;10;21;NAZCA AV. Y CARRANZA, ADOLFO P.;CRUCE;11;-58.4844016;-34.60776782;MOTO;MOTO;VILLA DEL PARQUE
2020-0047;1;2020;10;14;AUTOPISTA CAMPORA ALTURA LACARRA AV.;CRUCE;9;-58.46668375;-34.65174801;PEATON;CARGAS;PARQUE AVELLANEDA
2020-0048;1;2020;10;20;DORREGO AV. 614;ENTRE CALLE;15;-58.4495878;-34.59322448;MOTO;OBJETO FIJO;CHACARITA
2020-0049;1;2020;10;20;DEL LIBERTADOR AV. Y RAMOS MEJIA, JOSE MARIA, DR. AV.;CRUCE;1;-58.37533517;-34.59276462;PEATON;AUTO;RETIRO
2020-0050;1;2020;11;22;SANTA FE AV. Y GODOY CRUZ;CRUCE;14;-58.42525456;-34.57866344;PEATON;MOTO;PALERMO
2020-0051;1;2020;11;0;AVELLANEDA AV. Y MERCEDES;CRUCE;10;-58.48493828;-34.62981124;MOTO;AUTO;FLORESTA
2020-0052;1;2020;11;6;TUCUMAN Y PUEYRREDON AV.;CRUCE;3;-58.40480504;-34.60183884;BICICLETA;CARGAS;BALVANERA
2020-0053;1;2020;11;3;ALCORTA, AMANCIO AV. Y EINSTEIN, ALBERTO;CRUCE;4;-58.41125934;-34.6541774;AUTO;AUTO;NUEVA POMPEYA
2020-0054;1;2020;11;9;INCLAN Y ALBERTI;CRUCE;4;-58.39956546;-34.6297708;BICICLETA;AUTO;PARQUE PATRICIOS
2020-0055;1;2020;11;12;OLAZABAL AV. 5437;ENTRE CALLE;12;-58.49005682;-34.5786897;PEATON;CARGAS;VILLA URQUIZA
2020-0056;1;2020;11;13;PAZ, GRAL. AV. Y DOCTOR RAMON CARRILLO;CRUCE;8;-58.47064556;-34.69843756;MOTO;CARGAS;VILLA RIACHUELO
2020-0057;1;2020;11;7;NAZCA AV. Y VIALE, LUIS;CRUCE;11;-58.4750156;-34.61945902;PEATON;AUTO;VILLA SANTA RITA
2020-0058;1;2020;11;16;OLIVERA AV. Y FALCON, RAMON L., CNEL.;CRUCE;10;-58.48727942;-34.63652467;PEATON;AUTO;VELEZ SARSFIELD
2020-0059;1;2020;12;6;BRASIL 1100;ENTRE CALLE;1;-58.3795169;-34.62794241;PEATON;PASAJEROS;CONSTITUCION
2020-0060;1;2020;12;20;HOMERO Y PERON, EVA AV.;CRUCE;9;-58.47750832;-34.65672199;PEATON;MOTO;PARQUE AVELLANEDA
2020-0061;1;2020;12;14;CANTILO, INT. Y UDAONDO, GUILLERMO AV.;CRUCE;13;-58.44927253;-34.54048625;MOTO;CARGAS;BELGRANO
2020-0062;1;2020;12;17;MORENO 1845;ENTRE CALLE;3;-58.39246272;-34.61253541;BICICLETA;PASAJEROS;BALVANERA
2020-0063;2;2020;12;7;NUEVA YORK Y ALTA GRACIA;CRUCE;11;-58.52783814;-34.61047001;PEATON_MOTO;MOTO;VILLA DEVOTO
2020-0065;1;2020;12;16;PAZ, GRAL. AV. Y GOYENECHE, ROBERTO PARQUE AV.;CRUCE;12;-58.49332664;-34.54836855;MOTO;AUTO;SAAVEDRA
2020-0066;1;2020;12;4;AUTOPISTA PERITO MORENO ALTURA ESTACION DE TREN VILLA LURO;CRUCE;10;-58.50178784;-34.63593897;MOTO;OBJETO FIJO;VILLA LURO
2020-0067;1;2020;12;22;SAENZ AV. Y BEAZLEY;CRUCE;4;-58.41657793;-34.65476216;PEATON;PASAJEROS;NUEVA POMPEYA
2020-0068;1;2020;12;20;DEL LIBERTADOR AV. Y AUSTRIA;CRUCE;2;-58.39731474;-34.58307887;MOTO;AUTO;RECOLETA
2020-0069;1;2020;12;5;INDEPENDENCIA AV. Y SAENZ PEÑA, LUIS, PRES.;CRUCE;1;-58.38746381;-34.61790839;MOTO;PASAJEROS;MONSERRAT
2020-0070;1;2020;12;15;CALLAO AV. Y LAS HERAS, GENERAL;CRUCE;2;-58.39189441;-34.59176378;PEATON;PASAJEROS;RECOLETA
2020-0071;1;2020;12;23;SAN PEDRITO AV. Y DIRECTORIO AV.;CRUCE;7;-58.46749188;-34.63551751;PEATON;AUTO;FLORES
2020-0072;1;2020;12;3;JUJUY AV. Y CARLOS, CALVO;CRUCE;3;-58.40280471;-34.62113271;BICICLETA;AUTO;SAN CRISTOBAL
2020-0073;1;2020;12;7;27 DE FEBRERO AV. Y ESCALADA AV.;CRUCE;8;-58.44451316;-34.68475866;MOTO;OBJETO FIJO;VILLA SOLDATI
2020-0074;1;2020;12;21;BOGOTA Y NAZCA AV.;CRUCE;7;-58.47110424;-34.62742408;AUTO;AUTO;FLORES
2020-0075;1;2020;12;14;CORRIENTES AV. Y 9 DE JULIO AV.;CRUCE;1;-58.38220928;-34.60373898;PEATON;PASAJEROS;SAN NICOLAS
2020-0076;1;2020;12;12;ALVAREZ JONTE AV. Y CHIVILCOY;CRUCE;10;-58.49794468;-34.61565025;AUTO;PASAJEROS;MONTE CASTRO
2020-0077;2;2020;12;6;SAN MARTIN AV. Y PUNTA ARENAS;CRUCE;15;-58.47220945;-34.60111373;MOTO;AUTO;PATERNAL
2020-0078;1;2020;12;5;BARCO CENTENERA DEL 1118;ENTRE CALLE;7;-58.43706741;-34.63217813;BICICLETA;PASAJEROS;PARQUE CHACABUCO
2020-0079;1;2020;12;4;PAZ, GRAL. AV. Y ACCESO NORTE - PANAMERICANA;CRUCE;12;-58.49332664;-34.54836855;MOTO;OBJETO FIJO;SAAVEDRA
2021-0001;1;2021;1;18;AU FRONDIZI KM. 3;CRUCE;1;-58.37960727;-34.62622851;MOTO;AUTO;CONSTITUCION
2021-0002;1;2021;1;10;CASTRO, EMILIO AV. Y MURGUIONDO;CRUCE;9;-58.51061062;-34.64972472;MOTO;CARGAS;LINIERS
2021-0003;1;2021;1;7;AU 25 DE MAYO KM. 3,7;CRUCE;7;-58.43052224;-34.62941648;MOTO;OBJETO FIJO;PARQUE CHACABUCO
2021-0004;1;2021;1;9;CASEROS AV. Y GUARANI;CRUCE;5;-58.41455544;-34.63866836;PEATON;CARGAS;BOEDO
2021-0005;1;2021;1;21;PERON, EVA AV. 3800;ENTRE CALLE;9;-58.46774439;-34.64730145;PEATON;AUTO;PARQUE AVELLANEDA
2021-0006;1;2021;1;21;AU ILLIA y SARMIENTO AV.;CRUCE;14;-58.40786274;-34.56726817;MOTO;CARGAS;PALERMO
2021-0007;1;2021;1;10;DE LOS CONSTITUYENTES AV. Y GIRIBONE;CRUCE;15;-58.48744301;-34.58622275;MOTO;MOTO;PARQUE CHAS
2021-0008;1;2021;1;23;SAENZ AV. Y RABANAL, FRANCISCO, INTENDENTE AV.;CRUCE;4;-58.41657793;-34.65476216;PEATON;PASAJEROS;NUEVA POMPEYA
2021-0009;1;2021;1;5;PAYSANDU Y GAONA;CRUCE;6;-58.45351111;-34.61134937;MOTO;OBJETO FIJO;CABALLITO
2021-0010;1;2021;1;8;PAZ, GRAL. AV. Y BALBIN, RICARDO, DR. AV. ;CRUCE;12;-58.5007381;-34.5497951;MOTO;AUTO;NO DATA
2021-0011;1;2021;1;1;SANTA FE AV. 1675;ENTRE CALLE;2;-58.39144148;-34.59564871;PEATON;AUTO;RECOLETA
2021-0012;1;2021;1;20;AU DELLEPIANE Y GUAMINI;CRUCE;8;-58.48191128;-34.68385968;PEATON;AUTO;VILLA LUGANO
2021-0013;1;2021;1;6;FALCON, RAMON L., CNEL. Y OLIVERA AV.;CRUCE;10;-58.48727942;-34.63652467;MOTO;OBJETO FIJO;VELEZ SARSFIELD
2021-0014;1;2021;2;0;SAN MARTIN AV. Y NOGOYA;CRUCE;15;-58.48328708;-34.59779521;PEATON;AUTO;AGRONOMIA
2021-0015;1;2021;2;3;SAN MARTIN AV. Y TINOGASTA;CRUCE;15;-58.49018543;-34.5972499;MOTO;OBJETO FIJO;AGRONOMIA
2021-0016;1;2021;2;5;FERNANDEZ DE LA CRUZ, F., GRAL. AV. Y DE LA TORRE, LISANDRO;CRUCE;8;-58.47230127;-34.68482689;AUTO;OBJETO FIJO;VILLA LUGANO
2021-0017;1;2021;2;4;SALTA Y CASEROS AV.;CRUCE;1;-58.38262614;-34.63168269;MOTO;PASAJEROS;CONSTITUCION
2021-0018;1;2021;2;19;JAURES, JEAN Y PERON, JUAN DOMINGO, TTE. GENERAL;CRUCE;3;-58.41047268;-34.60793518;PEATON;AUTO;BALVANERA
2021-0019;1;2021;2;1;TRIUNVIRATO AV. Y LARRALDE, CRISOLOGO AV.;CRUCE;12;-58.49659234;-34.56353635;MOTO;OBJETO FIJO;VILLA URQUIZA
2021-0020;1;2021;2;15;POTOSI Y GASCON;CRUCE;5;-58.42462955;-34.60727189;PEATON;CARGAS;ALMAGRO
2021-0021;1;2021;2;5;YRIGOYEN, HIPOLITO Y  24 DE NOVIEMBRE;CRUCE;3;-58.41168345;-34.61185625;MOTO;OBJETO FIJO;BALVANERA
2021-0022;1;2021;2;12;DEL LIBERTADOR AV. Y ROOSEVELT FRANKLIN D.;CRUCE;13;-58.45157681;-34.55217303;PASAJEROS;NO DATA;BELGRANO
2021-0023;1;2021;3;9;AU BUENOS AIRES LA PLATA  KM 4,5;CRUCE;4;;;MOTO;CARGAS;NO DATA
2021-0024;1;2021;3;16;PERON, EVA AV. y PIEDRA BUENA AV;CRUCE;9;-58.49573651;-34.67006054;BICICLETA;CARGAS;MATADEROS
2021-0025;1;2021;3;3;PAZ, GRAL. AV. y DELLEPIANE, LUIS, TTE. GRAL;CRUCE;8;-58.48695354;-34.68795245;MOTO;OTRO;NO DATA
2021-0026;1;2021;3;2;AU FRONDIZI ALTURA QUINQUELA MARTIN, BENITO;CRUCE;4;-58.37562539;-34.64449357;MOTO;OBJETO FIJO;BARRACAS
2021-0027;1;2021;3;15;PAZ, GRAL. AV. y DONADO;CRUCE;12;-58.49491054;-34.54795581;MOTO;CARGAS;SAAVEDRA
2021-0028;1;2021;3;17;COREA AV. y TORRES Y TENORIO, PRES;CRUCE;7;-58.44147621;-34.64357704;PEATON;PASAJEROS;PARQUE CHACABUCO
2021-0029;1;2021;3;18;FALCON, RAMON L., CNEL. Y SAN PEDRITO AV.;CRUCE;7;-58.46899119;-34.63215432;AUTO;AUTO;FLORES
2021-0030;1;2021;4;18;FINOCHIETTO ENRIQUE DR. 1623;ENTRE CALLE;4;-58.38685612;-34.63455776;PEATON;PASAJEROS;BARRACAS
2021-0031;1;2021;4;10;9 DE JULIO AV. E INDEPENDENCIA AV.;CRUCE;1;-58.38113667;-34.61765323;PEATON;CARGAS;MONSERRAT
2021-0032;1;2021;4;19;AU CANTILO Y GUIRALDES, INT.;CRUCE;13;-58.44112678;-34.54538956;PEATON;MOTO;BELGRANO
2021-0033;1;2021;4;17;AU 25 DE MAYO ALTURA BAJADA BOEDO AV.;CRUCE;5;-58.41595919;-34.62743346;AUTO;OBJETO FIJO;BOEDO
2021-0034;1;2021;4;14;ALCORTA, AMANCIO AV. y ZAVALETA;CRUCE;4;-58.40184094;-34.64546845;MOTO;CARGAS;PARQUE PATRICIOS
2021-0035;1;2021;5;9;JANER, ANA MARIA Y LAFUENTE AV.;CRUCE;8;-58.44642231;-34.65679806;MOTO;CARGAS;VILLA SOLDATI
2021-0036;1;2021;5;6;PAZ, GRAL. AV. Y MOSCONI GENERAL AV.;CRUCE;11;-58.52340614;-34.59798754;MOTO;OBJETO FIJO;NO DATA
2021-0037;1;2021;5;7;MONROE Y BALBIN, RICARDO, DR. AV.;CRUCE;13;-58.46649069;-34.56219075;PEATON;PASAJEROS;BELGRANO
2021-0038;1;2021;5;11;JUSTO, JUAN B. AV. Y SANTA FE AV.;CRUCE;14;-58.42653328;-34.57816791;MOTO;CARGAS;PALERMO
2021-0039;1;2021;5;12;OLIDEN Y ALBERDI, JUAN BAUTISTA AV.;CRUCE;9;-58.50407099;-34.65303372;BICICLETA;AUTO;MATADEROS
2021-0040;1;2021;5;5;PAZ, GRAL. AV. Y DEL LIBERTADOR AV.;CRUCE;13;-58.46743471;-34.53476874;MOTO;AUTO;NO DATA
2021-0041;1;2021;5;8;DEL LIBERTADOR AV. Y CASARES AV.;CRUCE;14;-58.40986646;-34.5772806;PEATON;PASAJEROS;PALERMO
2021-0042;1;2021;5;5;RIVADAVIA AV. 10900;ENTRE CALLE;9;-58.51739138;-34.63931792;PEATON;PASAJEROS;LINIERS
2021-0043;1;2021;5;18;ALBERDI, JUAN BAUTISTA AV. Y PILAR;CRUCE;9;-58.50719962;-34.65556223;PEATON;AUTO;MATADEROS
2021-0044;1;2021;5;2;PERON, EVA AV. Y ACOSTA, MARIANO;CRUCE;9;-58.46712311;-34.64600222;MOTO;OBJETO FIJO;PARQUE AVELLANEDA
2021-0045;1;2021;5;17;AU FRONDIZI Y SUAREZ AV.;CRUCE;4;-58.37709334;-34.64035082;MOTO;MULTIPLE;BARRACAS
2021-0046;1;2021;5;2;EL CANO AV. Y GUZMAN AV.;CRUCE;15;-58.46033141;-34.58569883;AUTO;OBJETO FIJO;CHACARITA
2021-0047;1;2021;6;16;VEDIA, AGUSTIN DE Y RABANAL, FRANCISCO, INTENDENTE AV.;CRUCE;4;-58.42190745;-34.65633192;MOTO;AUTO;NUEVA POMPEYA
2021-0048;1;2021;6;9;CAPDEVILLA Y CONGRESO AV.;CRUCE;12;-58.49026573;-34.5698141;BICICLETA;AUTO;VILLA URQUIZA
2021-0049;1;2021;6;20;FERNANDEZ DE LA CRUZ, F., GRAL. AV. 4000;ENTRE CALLE;8;-58.45410344;-34.66902702;AUTO;AUTO;VILLA SOLDATI
2021-0050;1;2021;6;13;DEL LIBERTADOR AV. 5958;ENTRE CALLE;13;-58.44751621;-34.55719892;MOTO;PASAJEROS;BELGRANO
2021-0051;1;2021;6;19;27 DE FEBRERO AV. Y EREZCANO AV.;CRUCE;4;-58.42040352;-34.66005171;PEATON;CARGAS;NUEVA POMPEYA
2021-0052;1;2021;6;5;PAZ, GRAL. AV. 14723;ENTRE CALLE;8;-58.49530249;-34.68010798;MOTO;OBJETO FIJO;NO DATA
2021-0053;1;2021;6;12;CORRIENTES AV. 5783;ENTRE CALLE;15;-58.44399875;-34.5947736;PEATON;BICICLETA;VILLA CRESPO
2021-0054;1;2021;6;14;TABARE Y EREZCANO;CRUCE;4;-58.42759813;-34.65463857;MOTO;CARGAS;NUEVA POMPEYA
2021-0055;1;2021;6;12;CORRIENTES AV. Y PUEYRREDOR AV.;CRUCE;3;-58.40547222;-34.60456293;MOTO;CARGAS;BALVANERA
2021-0056;1;2021;7;23;CORRALES Y MORENO, PERITO AV.;CRUCE;4;-58.42473018;-34.6500828;BICICLETA;AUTO;NUEVA POMPEYA
2021-0057;1;2021;7;23;AU ILLIA KM 3.2, ALTURA CABINAS DE PEAJE;CRUCE;2;-58.39257023;-34.57563957;AUTO;OBJETO FIJO;RECOLETA
2021-0058;1;2021;7;0;AV. GRAL. PAZ Y VEDIA;CRUCE;12;-58.48941042;-34.54596153;PEATON;AUTO;SAAVEDRA
2021-0059;1;2021;7;1;GARAY, JUAN DE AV. 2269;ENTRE CALLE;3;-58.3964074;-34.62783085;AUTO;OBJETO FIJO;SAN CRISTOBAL
2021-0060;1;2021;7;12;SALGUERO, JERONIMO Y RIVADAVIA AV.;CRUCE;5;-58.41971993;-34.6111224;PEATON;PASAJEROS;ALMAGRO
2021-0061;1;2021;7;9;MORENO, PERITO AV. Y ALCORTA, AMANCIO AV.;CRUCE;4;-58.40544588;-34.65012801;PEATON;CARGAS;NUEVA POMPEYA
2021-0062;1;2021;7;7;LA PLATA AV. 2723;ENTRE CALLE;4;-58.42003882;-34.64645957;AUTO;CARGAS;NUEVA POMPEYA
2021-0063;1;2021;8;4;ALBERDI, JUAN BAUTISTA AV. 2906;ENTRE CALLE;7;-58.46851293;-34.63348678;AUTO;AUTO;FLORES
2021-0064;1;2021;8;20;PAZ, GRAL. AV. Y TONELERO;CRUCE;9;-58.52931141;-34.65422917;PEATON;CARGAS;NO DATA
2021-0065;1;2021;8;8;Av. SAN JUAN Y AV. LA PLATA;CRUCE;6;-58.42675754;-34.6269973;PEATON;PASAJEROS;CABALLITO
2021-0066;1;2021;8;20;Av. LOPE DE VEGA Y AV. GRAL. PAZ;CRUCE;11;-58.52933723;-34.61098186;PEATON;PASAJEROS;VILLA DEVOTO
2021-0067;1;2021;8;9;AU FRONDIZI KM 2,9 (ALTURA BRASIL);CRUCE;1;-58.37910943;-34.62764718;MOTO;OBJETO FIJO;CONSTITUCION
2021-0068;1;2021;8;6;BEIRO, FRANCISCO AV. 5071;ENTRE CALLE;11;-58.52161176;-34.61164474;MOTO;OBJETO FIJO;VILLA DEVOTO
2021-0069;1;2021;8;17;AV. SANTA FE 3428;ENTRE CALLE;14;-58.41354692;-34.5869768;PEATON;AUTO;PALERMO
2021-0070;1;2021;8;8;CHILAVERT, MARTINIANO, CORONEL Y VARELA AV.;CRUCE;8;-58.43960781;-34.65470804;MOTO;CARGAS;VILLA SOLDATI
2021-0071;1;2021;8;16;SAN LUIS 2730;ENTRE CALLE;3;-58.4045461;-34.60003693;PEATON;MOTO;BALVANERA
2021-0072;1;2021;9;19;CALLAO AV. Y PARAGUAY;CRUCE;2;-58.39303911;-34.59871111;PEATON;AUTO;RECOLETA
2021-0073;1;2021;9;12;DEL LIBERTADOR AV. Y AGOTE, LUIS DR.;CRUCE;2;-58.39391034;-34.58405348;BICICLETA;AUTO;RECOLETA
2021-0074;1;2021;9;15;PAZ, GRAL. AV. Y BALBIN, RICARDO, DR. AV.;CRUCE;12;-58.5007381;-34.5497951;MOTO;MULTIPLE;NO DATA
2021-0075;1;2021;9;14;SALTA Y BRASIL;CRUCE;1;-58.38281301;-34.62786038;PEATON;CARGAS;CONSTITUCION
2021-0076;1;2021;10;6;MORENO, PERITO AV. 2152;ENTRE CALLE;7;-58.43980799;-34.65094083;MOTO;OBJETO FIJO;FLORES
2021-0077;1;2021;10;7;DIRECTORIO AV. 1169;ENTRE CALLE;6;-58.44402387;-34.62933109;MOTO;CARGAS;CABALLITO
2021-0078;1;2021;10;6;INDEPENDENCIA AV. Y LA PLATA AV.;CRUCE;6;-58.42779702;-34.62207347;MOTO;PASAJEROS;CABALLITO
2021-0079;1;2021;10;3;TUCUMAN 3112;ENTRE CALLE;3;-58.40944147;-34.60097942;PEATON;AUTO;BALVANERA
2021-0080;1;2021;10;16;ARENALES Y 9 DE JULIO AV.;CRUCE;1;-58.38277479;-34.5943016;MOTO;AUTO;RETIRO
2021-0081;1;2021;11;13;AU FRONDIZI SUBIDA BRANDSEN;CRUCE;4;-58.37627355;-34.63800916;MOTO;CARGAS;BARRACAS
2021-0082;1;2021;11;4;AU 25 DE MAYO KM7 (ALTURA PASCO);CRUCE;3;-58.39591856;-34.62453459;MOTO;AUTO;SAN CRISTOBAL
2021-0083;1;2021;11;0;CABILDO AV. Y OLAZABAL;CRUCE;13;-58.45829717;-34.56015762;MOTO;AUTO;BELGRANO
2021-0084;1;2021;11;3;TAPALQUE Y BRUIX AV.;CRUCE;9;-58.49142611;-34.64584795;AUTO;OBJETO FIJO;PARQUE AVELLANEDA
2021-0085;1;2021;11;18;PAZ, GRAL. AV. Y EZEIZA;CRUCE;12;-58.51271409;-34.57786555;MOTO;OBJETO FIJO;VILLA PUEYRREDON
2021-0086;1;2021;11;10;RIVADAVIA AV. Y PUAN;CRUCE;6;-58.44864864;-34.62352826;PEATON;PASAJEROS;CABALLITO
2021-0087;1;2021;11;11;ESMERALDA 1359;ENTRE CALLE;1;-58.37795815;-34.59167894;PEATON;BICICLETA;RETIRO
2021-0088;1;2021;12;15;AV. MOROE Y 3 DE FEBRERO;CRUCE;13;-58.45531707;-34.55555257;MOTO;AUTO;BELGRANO
2021-0089;1;2021;12;1;AV. GAONA 3655;ENTRE CALLE;11;-58.47633683;-34.62140594;MOTO;AUTO;VILLA SANTA RITA
2021-0090;1;2021;12;11;AV. 9 DE JULIO Y LAVALLE;CRUCE;1;-58.38188582;-34.60256036;PEATON;PASAJEROS;SAN NICOLAS
2021-0091;1;2021;12;23;BAIGORRIA Y VICTOR HUGO;CRUCE;10;-58.51989389;-34.62284918;MOTO;AUTO;MONTE CASTRO
2021-0092;1;2021;12;6;AV. RIVADAVIA Y AV. PUEYRREDON;CRUCE;3;-58.4059686;-34.61011987;PEATON;AUTO;BALVANERA
2021-0093;1;2021;12;17;AV. RIESTRA Y MOM;CRUCE;7;-58.43353773;-34.64561636;MOTO;AUTO;PARQUE CHACABUCO
2021-0094;1;2021;12;1;AU DELLEPIANE Y LACARRA;CRUCE;9;-58.46739825;-34.65117757;MOTO;AUTO;PARQUE AVELLANEDA
2021-0095;1;2021;12;0;AV. GAONA Y TERRADA;CRUCE;11;-58.47293407;-34.61984745;MOTO;CARGAS;VILLA SANTA RITA
2021-0096;1;2021;12;10;AV. EVA PERON 4071;ENTRE CALLE;9;-58.47066794;-34.65021673;AUTO;CARGAS;PARQUE AVELLANEDA
2021-0097;1;2021;11;6;PADRE CARLOS MUJICA 709;ENTRE CALLE;1;-58.37976155;-34.58679619;BICICLETA;AUTO;RETIRO
